Area,Indicator,Source,Year,Value,obs_status.label
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,21.6,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,20.6,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,26.3,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,26.9,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,24.0,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,25.3,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,24.0,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,29.0,Unknown
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,27.3,Unknown
Mali,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Employment Survey,2018-01-01,17.4,Unreliable
Mali,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Employment Survey,2017-01-01,14.8,Unreliable
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,33.4,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,28.9,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,28.2,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,29.9,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,28.9,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,28.7,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,27.6,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,26.7,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,26.3,Unknown
Malta,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,28.4,Unknown
Myanmar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,27.8,Unknown
Myanmar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,35.7,Unknown
Myanmar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,32.3,Unknown
Myanmar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,35.5,Break in series
Myanmar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,28.4,Break in series
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,36.3,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,32.1,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,35.8,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,28.8,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,22.1,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,29.4,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,22.3,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,26.7,Unknown
Montenegro,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,25.4,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,41.9,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,44.3,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,48.9,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,42.6,Break in series
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,38.9,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,42.4,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,40.8,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,40.6,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,38.0,Unknown
Mongolia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,41.3,Unknown
Mozambique,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Budget Survey,2015-01-01,24.3,Unknown
Montserrat,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,50.2,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2022-01-01,27.9,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2021-01-01,39.0,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2019-01-01,30.2,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2018-01-01,32.1,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2017-01-01,30.1,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2016-01-01,30.6,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2015-01-01,28.9,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2014-01-01,28.5,Unknown
Mauritius,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Multi-Purpose Household Survey,2013-01-01,32.6,Unknown
Malawi,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,15.6,Break in series
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,24.9,Unknown
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,23.3,Unknown
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,24.6,Unknown
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,22.1,Unknown
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,20.4,Unknown
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,22.5,Unknown
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,22.2,Unknown
Malaysia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,22.1,Unknown
Namibia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,43.6,Unknown
Namibia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,39.9,Unknown
Namibia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,44.0,Unknown
Namibia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,42.6,Unknown
Niger,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Survey on Employment and the Informal Sector,2017-01-01,49.3,Break in series
Nigeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Socio Economic Survey,2019-01-01,64.4,Break in series
Nigeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - General Household Survey,2013-01-01,30.4,Unknown
Nicaragua,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - National Household Survey on Measuring Living Conditions,2014-01-01,35.2,Break in series
Niue,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2017-01-01,39.8,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,28.4,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,26.0,Break in series
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,26.2,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,27.1,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,25.7,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,26.6,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,25.4,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,26.0,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,25.5,Unknown
Netherlands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,24.6,Break in series
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,33.2,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,33.5,Break in series
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,34.0,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,34.5,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,35.6,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,38.3,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,37.9,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,36.0,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,35.5,Unknown
Norway,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,32.9,Unknown
Nepal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,13.2,Break in series
Nauru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2013-01-01,36.1,Unknown
Nauru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2021-01-01,57.6,Unknown
Oman,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Official Estimates,2021-01-01,28.7,Unknown
Oman,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Official Estimates,2020-01-01,25.9,Unknown
Oman,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Official Estimates,2018-01-01,15.3,Unknown
Oman,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Official Estimates,2016-01-01,11.1,Unknown
Pakistan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,5.7,Unknown
Pakistan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,4.5,Unknown
Pakistan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,4.9,Unknown
Pakistan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,2.9,Unknown
Pakistan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,2.9,Unknown
Pakistan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,4.2,Unknown
Pakistan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,3.0,Break in series
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2021-01-01,46.1,Break in series
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2020-01-01,45.8,Break in series
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2019-01-01,47.4,Unknown
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2018-01-01,48.5,Unknown
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2017-01-01,42.7,Unknown
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2016-01-01,42.5,Unknown
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2015-01-01,44.0,Unknown
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2014-01-01,42.6,Unknown
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Market Survey,2013-01-01,41.8,Unknown
Panama,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multipurpose Household Survey,2022-01-01,39.3,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Permanent Employment Survey, National",2022-01-01,31.3,Break in series
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2021-01-01,35.4,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2020-01-01,34.7,Break in series
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2019-01-01,30.3,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2018-01-01,28.8,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2017-01-01,35.6,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2016-01-01,32.8,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2015-01-01,33.3,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2014-01-01,24.8,Unknown
Peru,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - National Household Survey,2013-01-01,30.8,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,53.4,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,53.0,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,50.5,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,52.7,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,51.5,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,49.1,Break in series
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,47.1,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,47.4,Unknown
Philippines,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,47.5,Unknown
Palau,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2014-01-01,29.9,Unknown
Palau,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2020-01-01,46.8,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,42.9,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,43.0,Break in series
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,43.3,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,43.1,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,42.5,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,41.2,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,41.2,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,40.2,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,38.8,Unknown
Poland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,37.8,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,36.9,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,38.0,Break in series
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,35.7,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,37.2,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,34.0,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,34.3,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,35.9,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,32.6,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,35.1,Unknown
Portugal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,33.8,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continuous Permanent Household Survey,2022-01-01,37.4,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continuous Permanent Household Survey,2021-01-01,40.0,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continuous Permanent Household Survey,2020-01-01,37.8,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continuous Permanent Household Survey,2019-01-01,38.1,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continuous Permanent Household Survey,2018-01-01,37.3,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continuous Permanent Household Survey,2017-01-01,35.0,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continous Household Survey,2016-01-01,36.5,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continous Household Survey,2015-01-01,38.7,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continous Household Survey,2014-01-01,33.8,Unknown
Paraguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Continous Household Survey,2013-01-01,38.6,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,19.8,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,21.3,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,21.7,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,20.1,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,17.7,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,15.9,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,19.3,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,15.4,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,15.2,Unknown
Occupied Palestinian Territory,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,15.0,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2022-01-01,13.8,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2021-01-01,13.7,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2020-01-01,10.7,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2019-01-01,13.9,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2018-01-01,14.0,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2017-01-01,15.1,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2016-01-01,14.9,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2015-01-01,14.7,Unknown
Qatar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Force Sample Survey,2013-01-01,12.2,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,33.0,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,35.8,Break in series
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,35.0,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,33.6,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,31.6,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,30.4,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,33.6,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,31.5,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,31.7,Unknown
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,31.2,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,44.0,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,46.2,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,45.7,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,44.7,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,41.8,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,41.3,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,42.0,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,38.7,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,38.1,Unknown
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,38.4,Unknown
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,23.6,Unknown
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,35.0,Unknown
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,33.4,Unknown
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,28.6,Unknown
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,31.9,Unknown
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,36.3,Break in series
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Integrated Household Survey on Living Conditions,2014-01-01,14.1,Break in series
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,19.5,Unknown
