country,gender,education_level,marital_status,year,employee_count_thousands
Uruguay,Female,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Divorced or legally separated,2014,2.461
Uruguay,Male,(ISCED-97): X. No schooling,Single,2013,0.129
Uruguay,Male,(ISCED-97): X. No schooling,Married,2013,0.537
Uruguay,Male,(ISCED-97): X. No schooling,Union / Cohabiting,2013,0.641
Uruguay,Male,(ISCED-97): 0. Pre-primary education,Single,2013,4.037
Uruguay,Male,(ISCED-97): 0. Pre-primary education,Married,2013,11.77
Uruguay,Male,(ISCED-97): 0. Pre-primary education,Union / Cohabiting,2013,8.4
Uruguay,Male,(ISCED-97): 0. Pre-primary education,Widowed,2013,0.501
Uruguay,Male,(ISCED-97): 0. Pre-primary education,Divorced or legally separated,2013,2.1
Uruguay,Male,(ISCED-97): 1. Primary education or first stage of basic education,Single,2013,100.095
Uruguay,Male,(ISCED-97): 1. Primary education or first stage of basic education,Married,2013,131.749
Uruguay,Male,(ISCED-97): 1. Primary education or first stage of basic education,Union / Cohabiting,2013,118.631
Uruguay,Male,(ISCED-97): 1. Primary education or first stage of basic education,Widowed,2013,2.871
Uruguay,Male,(ISCED-97): 1. Primary education or first stage of basic education,Divorced or legally separated,2013,28.364
Uruguay,Male,(ISCED-97): 2. Lower secondary or second stage of basic education,Single,2013,36.079
Uruguay,Male,(ISCED-97): 2. Lower secondary or second stage of basic education,Married,2013,29.046
Uruguay,Male,(ISCED-97): 2. Lower secondary or second stage of basic education,Union / Cohabiting,2013,20.876
Uruguay,Male,(ISCED-97): 2. Lower secondary or second stage of basic education,Widowed,2013,0.457
Uruguay,Male,(ISCED-97): 2. Lower secondary or second stage of basic education,Divorced or legally separated,2013,5.975
Uruguay,Male,(ISCED-97): 4. Post-secondary non-tertiary education,Single,2013,16.069
Uruguay,Male,(ISCED-97): 4. Post-secondary non-tertiary education,Married,2013,29.645
Uruguay,Male,(ISCED-97): 4. Post-secondary non-tertiary education,Union / Cohabiting,2013,22.043
Uruguay,Male,(ISCED-97): 4. Post-secondary non-tertiary education,Widowed,2013,0.428
Uruguay,Male,(ISCED-97): 4. Post-secondary non-tertiary education,Divorced or legally separated,2013,6.689
Uruguay,Male,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Single,2013,10.051
Uruguay,Male,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Married,2013,22.346
Uruguay,Male,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Union / Cohabiting,2013,9.759
Uruguay,Male,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Widowed,2013,0.153
Uruguay,Male,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Divorced or legally separated,2013,3.139
Uruguay,Male,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Single,2013,0.589
Uruguay,Male,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Married,2013,5.153
Uruguay,Male,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Union / Cohabiting,2013,0.957
Uruguay,Male,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Divorced or legally separated,2013,0.61
Uruguay,Female,(ISCED-97): X. No schooling,Married,2013,0.279
Uruguay,Female,(ISCED-97): X. No schooling,Widowed,2013,0.134
Uruguay,Female,(ISCED-97): X. No schooling,Divorced or legally separated,2013,0.273
Uruguay,Female,(ISCED-97): 0. Pre-primary education,Single,2013,0.91
Uruguay,Female,(ISCED-97): 0. Pre-primary education,Married,2013,4.482
Uruguay,Female,(ISCED-97): 0. Pre-primary education,Union / Cohabiting,2013,2.621
Uruguay,Female,(ISCED-97): 0. Pre-primary education,Widowed,2013,2.155
Uruguay,Female,(ISCED-97): 0. Pre-primary education,Divorced or legally separated,2013,3.015
Uruguay,Female,(ISCED-97): 1. Primary education or first stage of basic education,Single,2013,40.895
Uruguay,Female,(ISCED-97): 1. Primary education or first stage of basic education,Married,2013,80.459
Uruguay,Female,(ISCED-97): 1. Primary education or first stage of basic education,Union / Cohabiting,2013,69.218
Uruguay,Female,(ISCED-97): 1. Primary education or first stage of basic education,Widowed,2013,9.152
Uruguay,Female,(ISCED-97): 1. Primary education or first stage of basic education,Divorced or legally separated,2013,45.128
Uruguay,Female,(ISCED-97): 2. Lower secondary or second stage of basic education,Single,2013,37.615
Uruguay,Female,(ISCED-97): 2. Lower secondary or second stage of basic education,Married,2013,32.149
Uruguay,Female,(ISCED-97): 2. Lower secondary or second stage of basic education,Union / Cohabiting,2013,24.065
Uruguay,Female,(ISCED-97): 2. Lower secondary or second stage of basic education,Widowed,2013,1.81
Uruguay,Female,(ISCED-97): 2. Lower secondary or second stage of basic education,Divorced or legally separated,2013,12.501
Uruguay,Female,(ISCED-97): 4. Post-secondary non-tertiary education,Single,2013,12.115
Uruguay,Female,(ISCED-97): 4. Post-secondary non-tertiary education,Married,2013,27.876
Uruguay,Female,(ISCED-97): 4. Post-secondary non-tertiary education,Union / Cohabiting,2013,17.926
Uruguay,Female,(ISCED-97): 4. Post-secondary non-tertiary education,Widowed,2013,2.006
Uruguay,Female,(ISCED-97): 4. Post-secondary non-tertiary education,Divorced or legally separated,2013,12.895
Uruguay,Female,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Single,2013,15.934
Uruguay,Female,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Married,2013,44.534
Uruguay,Female,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Union / Cohabiting,2013,19.947
Uruguay,Female,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Widowed,2013,1.375
Uruguay,Female,(ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),Divorced or legally separated,2013,11.598
Uruguay,Female,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Single,2013,0.87
Uruguay,Female,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Married,2013,5.319
Uruguay,Female,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Union / Cohabiting,2013,1.883
Uruguay,Female,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Widowed,2013,0.206
Uruguay,Female,(ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),Divorced or legally separated,2013,1.373
United States,Male,(ISCED-11): 0. Early childhood education,Single,2022,56.404
United States,Male,(ISCED-11): 0. Early childhood education,Married,2022,69.511
United States,Male,(ISCED-11): 0. Early childhood education,Widowed,2022,3.417
United States,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2022,9.923
United States,Male,(ISCED-11): 1. Primary education,Single,2022,275.537
United States,Male,(ISCED-11): 1. Primary education,Married,2022,808.031
United States,Male,(ISCED-11): 1. Primary education,Widowed,2022,16.013
United States,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2022,97.677
United States,Male,(ISCED-11): 2. Lower secondary education,Single,2022,521.051
United States,Male,(ISCED-11): 2. Lower secondary education,Married,2022,927.335
United States,Male,(ISCED-11): 2. Lower secondary education,Widowed,2022,25.92
United States,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2022,146.12
United States,Male,(ISCED-11): 3. Upper secondary education,Single,2022,16479.996
United States,Male,(ISCED-11): 3. Upper secondary education,Married,2022,17344.506
United States,Male,(ISCED-11): 3. Upper secondary education,Widowed,2022,378.418
United States,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2022,3791.432
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2022,2185.335
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2022,4288.512
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2022,80.625
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2022,830.399
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2022,5902.331
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2022,11740.764
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2022,115.607
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2022,1368.235
United States,Male,(ISCED-11): 7. Master's or equivalent level,Single,2022,1684.73
United States,Male,(ISCED-11): 7. Master's or equivalent level,Married,2022,6452.512
United States,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2022,69.831
United States,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2022,595.293
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2022,291.202
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2022,1499.427
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2022,12.118
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2022,111.456
United States,Female,(ISCED-11): 0. Early childhood education,Single,2022,19.612
United States,Female,(ISCED-11): 0. Early childhood education,Married,2022,28.702
United States,Female,(ISCED-11): 0. Early childhood education,Widowed,2022,4.368
United States,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2022,13.3
United States,Female,(ISCED-11): 1. Primary education,Single,2022,134.128
United States,Female,(ISCED-11): 1. Primary education,Married,2022,300.434
United States,Female,(ISCED-11): 1. Primary education,Widowed,2022,35.379
United States,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2022,98.109
United States,Female,(ISCED-11): 2. Lower secondary education,Single,2022,347.335
United States,Female,(ISCED-11): 2. Lower secondary education,Married,2022,386.525
United States,Female,(ISCED-11): 2. Lower secondary education,Widowed,2022,45.119
United States,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2022,148.259
United States,Female,(ISCED-11): 3. Upper secondary education,Single,2022,12734.221
United States,Female,(ISCED-11): 3. Upper secondary education,Married,2022,11583.409
United States,Female,(ISCED-11): 3. Upper secondary education,Widowed,2022,960.07
United States,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2022,4290.079
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2022,2268.821
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2022,4120.674
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2022,238.679
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2022,1407.607
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2022,5939.537
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2022,10631.815
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2022,343.819
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2022,2107.203
United States,Female,(ISCED-11): 7. Master's or equivalent level,Single,2022,2283.296
United States,Female,(ISCED-11): 7. Master's or equivalent level,Married,2022,6852.548
United States,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2022,155.89
United States,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2022,1146.584
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2022,297.065
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2022,1059.707
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2022,29.266
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2022,153.582
United States,Male,(ISCED-11): 0. Early childhood education,Single,2021,61.577
United States,Male,(ISCED-11): 0. Early childhood education,Married,2021,109.679
United States,Male,(ISCED-11): 0. Early childhood education,Widowed,2021,1.635
United States,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2021,9.987
United States,Male,(ISCED-11): 1. Primary education,Single,2021,253.753
United States,Male,(ISCED-11): 1. Primary education,Married,2021,752.209
United States,Male,(ISCED-11): 1. Primary education,Widowed,2021,12.772
United States,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2021,83.068
United States,Male,(ISCED-11): 2. Lower secondary education,Single,2021,496.735
United States,Male,(ISCED-11): 2. Lower secondary education,Married,2021,885.22
United States,Male,(ISCED-11): 2. Lower secondary education,Widowed,2021,19.065
United States,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2021,163.278
United States,Male,(ISCED-11): 3. Upper secondary education,Single,2021,15584.036
United States,Male,(ISCED-11): 3. Upper secondary education,Married,2021,16736.87
United States,Male,(ISCED-11): 3. Upper secondary education,Widowed,2021,362.876
United States,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2021,3784.622
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2021,2152.974
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2021,4047.467
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2021,53.58
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2021,814.953
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2021,5654.899
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2021,11122.021
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2021,124.874
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2021,1353.873
United States,Male,(ISCED-11): 7. Master's or equivalent level,Single,2021,1617.371
United States,Male,(ISCED-11): 7. Master's or equivalent level,Married,2021,6225.031
United States,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2021,51.995
United States,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2021,540.035
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2021,267.069
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2021,1404.099
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2021,14.01
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2021,116.283
United States,Female,(ISCED-11): 0. Early childhood education,Single,2021,23.249
United States,Female,(ISCED-11): 0. Early childhood education,Married,2021,41.879
United States,Female,(ISCED-11): 0. Early childhood education,Widowed,2021,3.851
United States,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2021,14.927
United States,Female,(ISCED-11): 1. Primary education,Single,2021,132.025
United States,Female,(ISCED-11): 1. Primary education,Married,2021,315.186
United States,Female,(ISCED-11): 1. Primary education,Widowed,2021,32.715
United States,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2021,80.704
United States,Female,(ISCED-11): 2. Lower secondary education,Single,2021,300.497
United States,Female,(ISCED-11): 2. Lower secondary education,Married,2021,406.882
United States,Female,(ISCED-11): 2. Lower secondary education,Widowed,2021,41.406
United States,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2021,145.846
United States,Female,(ISCED-11): 3. Upper secondary education,Single,2021,11978.682
United States,Female,(ISCED-11): 3. Upper secondary education,Married,2021,11243.809
United States,Female,(ISCED-11): 3. Upper secondary education,Widowed,2021,921.2
United States,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2021,4302.49
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2021,2244.009
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2021,3969.783
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2021,213.516
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2021,1374.798
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2021,5805.849
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2021,10168.133
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2021,338.205
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2021,2130.185
United States,Female,(ISCED-11): 7. Master's or equivalent level,Single,2021,2292.281
United States,Female,(ISCED-11): 7. Master's or equivalent level,Married,2021,6334.454
United States,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2021,166.234
United States,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2021,1106.648
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2021,330.486
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2021,1013.786
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2021,25.34
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2021,158.687
United States,Male,(ISCED-11): 0. Early childhood education,Single,2020,47.765
United States,Male,(ISCED-11): 0. Early childhood education,Married,2020,102.072
United States,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2020,7.374
United States,Male,(ISCED-11): 1. Primary education,Single,2020,213.782
United States,Male,(ISCED-11): 1. Primary education,Married,2020,737.177
United States,Male,(ISCED-11): 1. Primary education,Widowed,2020,9.062
United States,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2020,76.687
United States,Male,(ISCED-11): 2. Lower secondary education,Single,2020,417.655
United States,Male,(ISCED-11): 2. Lower secondary education,Married,2020,857.235
United States,Male,(ISCED-11): 2. Lower secondary education,Widowed,2020,19.598
United States,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2020,136.287
United States,Male,(ISCED-11): 3. Upper secondary education,Single,2020,14303.108
United States,Male,(ISCED-11): 3. Upper secondary education,Married,2020,17055.721
United States,Male,(ISCED-11): 3. Upper secondary education,Widowed,2020,375.668
United States,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2020,3702.008
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2020,1998.964
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2020,4182.912
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2020,50.436
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2020,779.484
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2020,5320.856
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2020,11015.273
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2020,115.842
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2020,1335.732
United States,Male,(ISCED-11): 7. Master's or equivalent level,Single,2020,1563.731
United States,Male,(ISCED-11): 7. Master's or equivalent level,Married,2020,6231.269
United States,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2020,59.456
United States,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2020,532.67
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2020,250.728
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2020,1416.391
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2020,11.33
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2020,104.616
United States,Female,(ISCED-11): 0. Early childhood education,Single,2020,22.023
United States,Female,(ISCED-11): 0. Early childhood education,Married,2020,42.483
United States,Female,(ISCED-11): 0. Early childhood education,Widowed,2020,4.498
United States,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2020,11.357
United States,Female,(ISCED-11): 1. Primary education,Single,2020,123.094
United States,Female,(ISCED-11): 1. Primary education,Married,2020,277.275
United States,Female,(ISCED-11): 1. Primary education,Widowed,2020,39.277
United States,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2020,83.056
United States,Female,(ISCED-11): 2. Lower secondary education,Single,2020,266.812
United States,Female,(ISCED-11): 2. Lower secondary education,Married,2020,394.407
United States,Female,(ISCED-11): 2. Lower secondary education,Widowed,2020,32.053
United States,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2020,124.096
United States,Female,(ISCED-11): 3. Upper secondary education,Single,2020,10801.268
United States,Female,(ISCED-11): 3. Upper secondary education,Married,2020,11306.218
United States,Female,(ISCED-11): 3. Upper secondary education,Widowed,2020,881.675
United States,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2020,4253.785
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2020,2111.707
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2020,4097.916
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2020,214.98
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2020,1320.481
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2020,5634.278
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2020,9918.028
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2020,337.486
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2020,2048.161
United States,Female,(ISCED-11): 7. Master's or equivalent level,Single,2020,2093.281
United States,Female,(ISCED-11): 7. Master's or equivalent level,Married,2020,6233.176
United States,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2020,183.701
United States,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2020,1134.864
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2020,299.795
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2020,995.525
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2020,16.977
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2020,138.146
United States,Male,(ISCED-11): 0. Early childhood education,Single,2019,68.575
United States,Male,(ISCED-11): 0. Early childhood education,Married,2019,83.73
United States,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2019,7.183
United States,Male,(ISCED-11): 1. Primary education,Single,2019,272.563
United States,Male,(ISCED-11): 1. Primary education,Married,2019,898.041
United States,Male,(ISCED-11): 1. Primary education,Widowed,2019,13.854
United States,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2019,92.031
United States,Male,(ISCED-11): 2. Lower secondary education,Single,2019,512.241
United States,Male,(ISCED-11): 2. Lower secondary education,Married,2019,998.34
United States,Male,(ISCED-11): 2. Lower secondary education,Widowed,2019,15.786
United States,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2019,167.331
United States,Male,(ISCED-11): 3. Upper secondary education,Single,2019,15834.666
United States,Male,(ISCED-11): 3. Upper secondary education,Married,2019,18636.592
United States,Male,(ISCED-11): 3. Upper secondary education,Widowed,2019,386.383
United States,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,4184.781
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2019,2149.883
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2019,4394.281
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2019,72.547
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2019,861.491
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,5418.472
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,11077.777
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2019,138.792
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2019,1429.936
United States,Male,(ISCED-11): 7. Master's or equivalent level,Single,2019,1531.701
United States,Male,(ISCED-11): 7. Master's or equivalent level,Married,2019,5937.05
United States,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2019,50.938
United States,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2019,580.734
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2019,257.893
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,1413.739
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2019,9.622
United States,Male,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2019,136.478
United States,Female,(ISCED-11): 0. Early childhood education,Single,2019,33.179
United States,Female,(ISCED-11): 0. Early childhood education,Married,2019,37.612
United States,Female,(ISCED-11): 0. Early childhood education,Widowed,2019,5.357
United States,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2019,12.399
United States,Female,(ISCED-11): 1. Primary education,Single,2019,159.858
United States,Female,(ISCED-11): 1. Primary education,Married,2019,357.126
United States,Female,(ISCED-11): 1. Primary education,Widowed,2019,40.666
United States,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2019,106.646
United States,Female,(ISCED-11): 2. Lower secondary education,Single,2019,329.347
United States,Female,(ISCED-11): 2. Lower secondary education,Married,2019,501.283
United States,Female,(ISCED-11): 2. Lower secondary education,Widowed,2019,63.055
United States,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2019,168.501
United States,Female,(ISCED-11): 3. Upper secondary education,Single,2019,12380.189
United States,Female,(ISCED-11): 3. Upper secondary education,Married,2019,12737.48
United States,Female,(ISCED-11): 3. Upper secondary education,Widowed,2019,1073.293
United States,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,4839.169
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2019,2215.215
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2019,4348.942
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2019,269.33
United States,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2019,1439.276
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,5621.535
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,10098.252
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2019,403.831
United States,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2019,2172.351
United States,Female,(ISCED-11): 7. Master's or equivalent level,Single,2019,2042.924
United States,Female,(ISCED-11): 7. Master's or equivalent level,Married,2019,6028.235
United States,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2019,213.699
United States,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2019,1198.974
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2019,261.732
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,958.737
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2019,27.95
United States,Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2019,157.747
United States,Male,(ISCED-11): 0. Early childhood education,Single,2018,45.767
United States,Male,(ISCED-11): 0. Early childhood education,Married,2018,82.951
United States,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2018,11.915
United States,Male,(ISCED-11): 1. Primary education,Single,2018,290.975
United States,Male,(ISCED-11): 1. Primary education,Married,2018,893.42
United States,Male,(ISCED-11): 1. Primary education,Widowed,2018,11.712
United States,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2018,111.516
United States,Male,(ISCED-11): 2. Lower secondary education,Single,2018,500.287
United States,Male,(ISCED-11): 2. Lower secondary education,Married,2018,1082.64
United States,Male,(ISCED-11): 2. Lower secondary education,Widowed,2018,21.682
United States,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2018,148.978
United States,Male,(ISCED-11): 3. Upper secondary education,Single,2018,15531.456
United States,Male,(ISCED-11): 3. Upper secondary education,Married,2018,18743.718
United States,Male,(ISCED-11): 3. Upper secondary education,Widowed,2018,366.424
United States,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2018,4242.757
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2018,2069.405
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2018,4313.31
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2018,68.477
United States,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2018,838.625
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2018,5172.583
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2018,11024.102
United States,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2018,118.215
