"ref_area.label","indicator.label","source.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Russian Federation","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",41.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",42,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",38.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",38.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",38.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",23.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",35,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",33.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",28.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",31.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",36.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Integrated Household Survey on Living Conditions","2014",14.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",19.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",16.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",15.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",7.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",7.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",6.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2019",15.2,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2016",24.9,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2015",23.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Harmonized Survey on Household Living Conditions","2018",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",40.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",38.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",37.2,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",36.7,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",35.8,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",33.9,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",34.8,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",33.9,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",33.9,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",33.7,,,,"Data reference period: June | Population coverage: Nationals, residents"
"Solomon Islands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2013",25.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",37.9,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Integrated Household Survey","2018",35.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2022",40.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2021",41.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2020",46.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2019",44.3,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2018",35.4,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2017",32.4,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2016",35.3,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2015",40.9,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2014",38.2,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-purpose Household Survey","2013",43.5,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Somalia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",29.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Suriname","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Household Sample Survey","2015",37.3,,,,"Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Suriname","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Household Sample Survey","2013",35.8,,,,"Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Suriname","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Survey on Living Conditions","2016",43.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",38,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",38,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",35.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",33.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",32.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",32.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",35.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",31.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",31.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",32.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",34.8,,,,"Repository: Eurostat special tabulation"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",34,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",40.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",40.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",38.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",41.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",40.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",37.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",37.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",37,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",41.7,,,,"Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",43,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",42.3,,,,"Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",40.3,,,,"Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",38.1,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",38.9,,,,"Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",39.3,,,,"Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",39.5,,,,"Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",37.1,,,,"Repository: Eurostat special tabulation"
"Sweden","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",35.4,,,,"Repository: Eurostat special tabulation"
"Eswatini","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",43.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",41.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",47.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",47.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",46.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",45.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",48,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",49,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chad","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Modular and Integrated Household Survey on Living Conditions","2018",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","2017",70.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Togo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Questionnaire on Indicators of Well-being","2015",29.8,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",36.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",35.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",39.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",35.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",33.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",33.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",32.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",32.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",32.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",33,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2016",23.5,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",13.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",24.5,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",32.9,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tonga","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",41.6,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tonga","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2021",35.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2022",46.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2021",43.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2020",46.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2019",45.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2016",44.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2015",41.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2014",43.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Sample Survey of the Population","2013",43.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tunisia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Population and Employment Survey","2019",21.6,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labor Market Panel Survey","2014",10.5,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",18.2,,,,"Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",16.2,,,,"Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",14.8,,,,"Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",15,,,,"Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",15.1,,,,"Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",13.2,,,,"Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",13.4,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",14.4,,,,"Repository: Eurostat special tabulation"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Household Labour Force Survey","2022",18.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Türkiye","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Household Labour Force Survey","2021",19.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2016",35.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2022",36.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2017",37,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",30.5,,,,
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",29.5,,,,
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",27.9,,,,
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",27.7,,,,
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",26.8,,,,
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",25.3,,,,
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",25.4,,,,
"Taiwan, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",25,,,,
"Tanzania, United Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",27.9,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",23.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2021",35,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2017",35.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - National Household Survey","2019",28.8,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - National Household Survey","2014",29.9,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - National Household Survey","2013",25.3,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",40.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",41.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",40.4,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",41.1,,,,"Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",40.9,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",39.6,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",37.8,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",38.3,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Uruguay","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Survey","2022",36,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Survey","2021",39.2,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Survey","2020",38.7,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Survey","2019",35.7,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
